"","Date","Average.Temperature","Total.Precipitation","Humidity..rh.","WhetherBloom"
"58",1945-02-27,48.1666666666667,0,66.0833333333333,0
"59",1945-02-28,31.875,0,78.625,0
"60",1945-03-01,39.25,0,61.75,0
"61",1945-03-02,43.5,0,74.9583333333333,0
"62",1945-03-03,57.7916666666667,0,69.2083333333333,0
"63",1945-03-04,45,0,53.5833333333333,0
"64",1945-03-05,38.625,0,80.0416666666667,0
"65",1945-03-06,51.375,0,88.0416666666667,0
"66",1945-03-07,44.3333333333333,0,76.5833333333333,0
"67",1945-03-08,40.5833333333333,0,51.2916666666667,0
"68",1945-03-09,41.5833333333333,0,50.75,0
"69",1945-03-10,44.875,0,61.9166666666667,0
"70",1945-03-11,41,0,57.1666666666667,0
"71",1945-03-12,45.625,0,69.5,0
"72",1945-03-13,47.4166666666667,0,50,0
"73",1945-03-14,51.5833333333333,0,52.2916666666667,0
"74",1945-03-15,59.375,0,75.5,0
"75",1945-03-16,71.625,0,60.0833333333333,0
"76",1945-03-17,70.0416666666667,0,67.875,0
"77",1945-03-18,63.5833333333333,0,48.625,0
"78",1945-03-19,67.75,0,56.3333333333333,0
"79",1945-03-20,73.4166666666667,0,55.5,1
"80",1945-03-21,63.8333333333333,0,68.8333333333333,1
"81",1945-03-22,43.8333333333333,0,72.4583333333333,1
"82",1945-03-23,54.375,0,50.1666666666667,1
"83",1945-03-24,60.5416666666667,0,45.0833333333333,1
"84",1945-03-25,57.5833333333333,0,50.7083333333333,1
"85",1945-03-26,58.2916666666667,0,60.5833333333333,1
"86",1945-03-27,68.2916666666667,0,56.75,1
"87",1945-03-28,69.6666666666667,0,53.5833333333333,1
"88",1945-03-29,73.7916666666667,0,48.5,1
"89",1945-03-30,70.4166666666667,0,62.125,1
"90",1945-03-31,66.6666666666667,0,64.9583333333333,1
"91",1945-04-01,61.8333333333333,0,49.625,1
"92",1945-04-02,65.7083333333333,0,75.3333333333333,1
"93",1945-04-03,68.8333333333333,0,65.0416666666667,1
"94",1945-04-04,66.25,0,69.75,1
"95",1945-04-05,55.2083333333333,0,50.75,1
"96",1945-04-06,46.875,0,40.4166666666667,1
"97",1945-04-07,51.1666666666667,0,49.5833333333333,1
"98",1945-04-08,55.6666666666667,0,65.9166666666667,1
"99",1945-04-09,60.75,0,58.125,1
"100",1945-04-10,61.625,0,58.7083333333333,1
"101",1945-04-11,59.8333333333333,0,83.7083333333333,1
"102",1945-04-12,66.2083333333333,0,78.4583333333333,1
"103",1945-04-13,71.375,0,65.5416666666667,1
"104",1945-04-14,71.4166666666667,0,64.625,1
"105",1945-04-15,55.6666666666667,0,73.8333333333333,1
"106",1945-04-16,53.2916666666667,0,89.7083333333333,1
"107",1945-04-17,63.75,0,89.0833333333333,1
"108",1945-04-18,60.4583333333333,0,52.75,1
"109",1945-04-19,52.25,0,38.5,1
"110",1945-04-20,54.0416666666667,0,72.0416666666667,1
"111",1945-04-21,58.8260869565217,0,59.1304347826087,1
"112",1945-04-22,51.2916666666667,0,47.7916666666667,1
"113",1945-04-23,53.125,0,54.1666666666667,1
"114",1945-04-24,56.9166666666667,0,88.9166666666667,1
"115",1945-04-25,62.625,0,87.9166666666667,1
"116",1945-04-26,67.25,0,74.6666666666667,1
"117",1945-04-27,54.6666666666667,0,46.4583333333333,1
"118",1945-04-28,51.8333333333333,0,49.3333333333333,1
"119",1945-04-29,53.4583333333333,0,58.9166666666667,1
"120",1945-04-30,55.2083333333333,0,53.5,1
"121",1947-01-01,29.5416666666667,0,92.0833333333333,0
"122",1947-01-02,33.75,0,96.5416666666667,0
"123",1947-01-03,45.125,0,96.9583333333333,0
"124",1947-01-04,38.8333333333333,0,61.3333333333333,0
"125",1947-01-05,34.875,0,87.5833333333333,0
"126",1947-01-06,32.3333333333333,0,69.5,0
"127",1947-01-07,35.2916666666667,0,77.2083333333333,0
"128",1947-01-08,43.375,0,52.1666666666667,0
"129",1947-01-09,35.0416666666667,0,50.8333333333333,0
"130",1947-01-10,33.4166666666667,0,58.25,0
"131",1947-01-11,43.5416666666667,0,41.5833333333333,0
"132",1947-01-12,47.875,0,57.5833333333333,0
"133",1947-01-13,34.7916666666667,0,65.5416666666667,0
"134",1947-01-14,40.7916666666667,0,94,0
"135",1947-01-15,44.875,0,95.4166666666667,0
"136",1947-01-16,46.9166666666667,0,91.2083333333333,0
"137",1947-01-17,40.375,0,57.375,0
"138",1947-01-18,43.9583333333333,0,59.5416666666667,0
"139",1947-01-19,40.875,0,71.125,0
"140",1947-01-20,46.5416666666667,0,90.7083333333333,0
"141",1947-01-21,36.9583333333333,0,55.7083333333333,0
"142",1947-01-22,18.75,0,44.2916666666667,0
"143",1947-01-23,29.5,0,57.1666666666667,0
"144",1947-01-24,48.75,0,54.6666666666667,0
"145",1947-01-25,52,0,59.2083333333333,0
"146",1947-01-26,43.7083333333333,0,87.25,0
"147",1947-01-27,47.3333333333333,0,62.0416666666667,0
"148",1947-01-28,52.0416666666667,0,53.9583333333333,0
"149",1947-01-29,52.5833333333333,0,55.1666666666667,0
"150",1947-01-30,65.75,0,70.1666666666667,0
"151",1947-01-31,55,0,53.25,0
"152",1947-02-01,40.0833333333333,0,57.0833333333333,0
"153",1947-02-02,33.5,0,55.125,0
"154",1947-02-03,32.8333333333333,0,52,0
"155",1947-02-04,33.125,0,64.25,0
"156",1947-02-05,11.9583333333333,0,48.1666666666667,0
"157",1947-02-06,27.5833333333333,0,44.625,0
"158",1947-02-07,40.25,0,57.1666666666667,0
"159",1947-02-08,20,0,60.6521739130435,0
"160",1947-02-09,19.1666666666667,0,45.4583333333333,0
"161",1947-02-10,27.2083333333333,0,54.5,0
"162",1947-02-11,33.3333333333333,0,48.4583333333333,0
"163",1947-02-12,35.7083333333333,0,51.2916666666667,0
"164",1947-02-13,34.7083333333333,0,63.625,0
"165",1947-02-14,41.25,0,54.0833333333333,0
"166",1947-02-15,42.4583333333333,0,58.1666666666667,0
"167",1947-02-16,39.4166666666667,0,66.2916666666667,0
"168",1947-02-17,38.2083333333333,0,59.0416666666667,0
"169",1947-02-18,38.7916666666667,0,63.0833333333333,0
"170",1947-02-19,32.75,0,54.2083333333333,0
"171",1947-02-20,22.25,0,82.2083333333333,0
"172",1947-02-21,25.6666666666667,0,70.0416666666667,0
"173",1947-02-22,24.9565217391304,0,52.5652173913044,0
"174",1947-02-23,25.4347826086957,0,51.6521739130435,0
"175",1947-02-24,23.625,0,51.9583333333333,0
"176",1947-02-25,31.2083333333333,0,57.125,0
"177",1947-02-26,32.2916666666667,0,59.125,0
"178",1947-02-27,31.1739130434783,0,56.0434782608696,0
"179",1947-02-28,30.4583333333333,0,59.8333333333333,0
"180",1947-03-01,29.2916666666667,0,75.75,0
"181",1947-03-02,33.0833333333333,0,86.125,0
"182",1947-03-03,32.3333333333333,0,58.5,0
"183",1947-03-04,33.7083333333333,0,49.9583333333333,0
"184",1947-03-05,36.7916666666667,0,51.7916666666667,0
"185",1947-03-06,37.2083333333333,0,56.125,0
"186",1947-03-07,37.0833333333333,0,61.4166666666667,0
"187",1947-03-08,33.75,0,60.8333333333333,0
"188",1947-03-09,33.9166666666667,0,53.75,0
"189",1947-03-10,36.3913043478261,0,59.0434782608696,0
"190",1947-03-11,38.5416666666667,0,58.125,0
"191",1947-03-12,40,0,57.25,0
"192",1947-03-13,42,0,74.9166666666667,0
"193",1947-03-14,57.9583333333333,0,71.125,0
"194",1947-03-15,47.125,0,57.375,0
"195",1947-03-16,38.9583333333333,0,56.7083333333333,0
"196",1947-03-17,37.0833333333333,0,52.8333333333333,0
"197",1947-03-18,36.25,0,53.8333333333333,0
"198",1947-03-19,36.2916666666667,0,54.625,0
"199",1947-03-20,39.6666666666667,0,54.9166666666667,0
"200",1947-03-21,43.6666666666667,0,64.1666666666667,0
"201",1947-03-22,41.25,0,66.7083333333333,0
"202",1947-03-23,50.125,0,47.25,0
"203",1947-03-24,58,0,66.6666666666667,0
"204",1947-03-25,47.3333333333333,0,55.7083333333333,0
"205",1947-03-26,33,0,49.2083333333333,0
"206",1947-03-27,35.5416666666667,0,61.4166666666667,0
"207",1947-03-28,37.6666666666667,0,52.4583333333333,0
"208",1947-03-29,48.125,0,47.9583333333333,0
"209",1947-03-30,43.5,0,44.125,0
"210",1947-03-31,43.6666666666667,0,42.6666666666667,0
"211",1947-04-01,50.4166666666667,0,59.875,0
"212",1947-04-02,57.375,0,91.7916666666667,0
"213",1947-04-03,49.0833333333333,0,80.25,0
"214",1947-04-04,46.375,0,72.875,0
"215",1947-04-05,60.5833333333333,0,78.1666666666667,0
"216",1947-04-06,73.9130434782609,0,50.2173913043478,0
"217",1947-04-07,62.9166666666667,0,42.9166666666667,0
"218",1947-04-08,49.8333333333333,0,47.4166666666667,0
"219",1947-04-09,52.25,0,74.0416666666667,0
"220",1947-04-10,52.625,0,63.375,0
"221",1947-04-11,66.1666666666667,0,68.0416666666667,0
"222",1947-04-12,71.1666666666667,0,58.375,1
"223",1947-04-13,57.3333333333333,0,45.0416666666667,1
"224",1947-04-14,51.75,0,76.0833333333333,1
"225",1947-04-15,56.9166666666667,0,71.375,1
"226",1947-04-16,59.1666666666667,0,85.125,1
"227",1947-04-17,52.0416666666667,0,66.375,1
"228",1947-04-18,57.8333333333333,0,57.5,1
"229",1947-04-19,66.5416666666667,0,27.8333333333333,1
"230",1947-04-20,63.2916666666667,0,55.7916666666667,1
"231",1947-04-21,43.8333333333333,0,89.4583333333333,1
"232",1947-04-22,44.75,0,68.0416666666667,1
"233",1947-04-23,50.3333333333333,0,62,1
"234",1947-04-24,65.5,0,66.0833333333333,1
"235",1947-04-25,55.2083333333333,0,56.4166666666667,1
"236",1947-04-26,54.2916666666667,0,53.9583333333333,1
"237",1947-04-27,60.8695652173913,0,51.6086956521739,1
"238",1947-04-28,49.8333333333333,0,45.0416666666667,1
"239",1947-04-29,58,0,56.1666666666667,1
"240",1947-04-30,73.7083333333333,0,60.875,1
"241",1948-01-01,40.75,0,81.0416666666667,0
"242",1948-01-02,36.7083333333333,0,82.0416666666667,0
"243",1948-01-03,37.1666666666667,0,70.375,0
"244",1948-01-04,32.6666666666667,0,80.2916666666667,0
"245",1948-01-05,36.2083333333333,0,75.875,0
"246",1948-01-06,31.625,0,82,0
"247",1948-01-07,32.2916666666667,0,64.5,0
"248",1948-01-08,31.9583333333333,0,68.0416666666667,0
"249",1948-01-09,44.6666666666667,0,62.5416666666667,0
"250",1948-01-10,35.9583333333333,0,53.9166666666667,0
"251",1948-01-11,31,0,53.75,0
"252",1948-01-12,36.4583333333333,0,63.0416666666667,0
"253",1948-01-13,35.8333333333333,0,88.4583333333333,0
"254",1948-01-14,28.2083333333333,0,62.3333333333333,0
"255",1948-01-15,19.4166666666667,0,60.4583333333333,0
"256",1948-01-16,32.5,0,57.625,0
"257",1948-01-17,34.2083333333333,0,70.2916666666667,0
"258",1948-01-18,24.375,0,67.125,0
"259",1948-01-19,20.5416666666667,0,60,0
"260",1948-01-20,29.0833333333333,0,73.8333333333333,0
"261",1948-01-21,36.25,0,89.1666666666667,0
"262",1948-01-22,35.0833333333333,0,76.75,0
"263",1948-01-23,23.125,0,68.3333333333333,0
"264",1948-01-24,13.5833333333333,0,79.8333333333333,0
"265",1948-01-25,17.5416666666667,0,74.2916666666667,0
"266",1948-01-26,21.0416666666667,0,73.1666666666667,0
"267",1948-01-27,27.6666666666667,0,78.2916666666667,0
"268",1948-01-28,20.1666666666667,0,65.625,0
"269",1948-01-29,27.25,0,63.0416666666667,0
"270",1948-01-30,24.2083333333333,0,63.25,0
"271",1948-01-31,16.375,0,62.5416666666667,0
"272",1948-02-01,24.0416666666667,0,61.75,0
"273",1948-02-02,28.5416666666667,0,58.0833333333333,0
"274",1948-02-03,33.875,0,58.7083333333333,0
"275",1948-02-04,32.7083333333333,0,83.9583333333333,0
"276",1948-02-05,26.25,0,70.8333333333333,0
"277",1948-02-06,31.6666666666667,0,72.9166666666667,0
"278",1948-02-07,28.0833333333333,0,75.6666666666667,0
"279",1948-02-08,31,0,70.875,0
"280",1948-02-09,18.8333333333333,0,54.5,0
"281",1948-02-10,19.375,0,55,0
"282",1948-02-11,24.9583333333333,0,77.1666666666667,0
"283",1948-02-12,35.5416666666667,0,88.9166666666667,0
"284",1948-02-13,35.9583333333333,0,92.7916666666667,0
"285",1948-02-14,45.0416666666667,0,73.9583333333333,0
"286",1948-02-15,38.3333333333333,0,59.0833333333333,0
"287",1948-02-16,40.875,0,70.4166666666667,0
"288",1948-02-17,51.6666666666667,0,68.4583333333333,0
"289",1948-02-18,53.0416666666667,0,54.25,0
"290",1948-02-19,55.2083333333333,0,64.6666666666667,0
"291",1948-02-20,44.9583333333333,0,51.9583333333333,0
"292",1948-02-21,31.3333333333333,0,62.125,0
"293",1948-02-22,28.3333333333333,0,84.0833333333333,0
"294",1948-02-23,29.75,0,63.875,0
"295",1948-02-24,31.25,0,68.0833333333333,0
"296",1948-02-25,45.4166666666667,0,83.5,0
"297",1948-02-26,53.5,0,81.4583333333333,0
"298",1948-02-27,49.2083333333333,0,61.25,0
"299",1948-02-28,59.4166666666667,0,58.8333333333333,0
"300",1948-02-29,47.7916666666667,0,54.4583333333333,0
"301",1948-03-01,35.75,0,61,0
"302",1948-03-02,37.125,0,87.875,0
"303",1948-03-03,44.0833333333333,0,90.75,0
"304",1948-03-04,37.25,0,77.5,0
"305",1948-03-05,25.5416666666667,0,44.5,0
"306",1948-03-06,30.7083333333333,0,56.1666666666667,0
"307",1948-03-07,38.375,0,86.8333333333333,0
"308",1948-03-08,42.4166666666667,0,61.2083333333333,0
"309",1948-03-09,38.4583333333333,0,78.5416666666667,0
"310",1948-03-10,46.375,0,84.8333333333333,0
"311",1948-03-11,43.2083333333333,0,87.8333333333333,0
"312",1948-03-12,31.0416666666667,0,66.9166666666667,0
"313",1948-03-13,33.8333333333333,0,54.3333333333333,0
"314",1948-03-14,40.4583333333333,0,55.9166666666667,0
"315",1948-03-15,56.4583333333333,0,58.3333333333333,0
"316",1948-03-16,62.4166666666667,0,79.75,0
"317",1948-03-17,55.75,0,62.4583333333333,0
"318",1948-03-18,48.0416666666667,0,61,0
"319",1948-03-19,52.1666666666667,0,79.875,0
"320",1948-03-20,70.625,0,58.1666666666667,0
"321",1948-03-21,73.4583333333333,0,63.625,0
"322",1948-03-22,74.2916666666667,0,55.1666666666667,0
"323",1948-03-23,54.2916666666667,0,87.875,0
"324",1948-03-24,53.7083333333333,0,72.5,0
"325",1948-03-25,53.875,0,44.125,0
"326",1948-03-26,55.2916666666667,0,69.9166666666667,0
"327",1948-03-27,65.5,0,71.2083333333333,0
"328",1948-03-28,41.4583333333333,0,55,1
"329",1948-03-29,42.5,0,59.0416666666667,1
"330",1948-03-30,57.625,0,64.0416666666667,1
"331",1948-03-31,62.375,0,75.5416666666667,1
"332",1948-04-01,63.5833333333333,0,87.5416666666667,1
"333",1948-04-02,56.2083333333333,0,73.75,1
"334",1948-04-03,48.0833333333333,0,64.375,1
"335",1948-04-04,48.875,0,62.8333333333333,1
"336",1948-04-05,62.0833333333333,0,60.0833333333333,1
"337",1948-04-06,67.0833333333333,0,69.2916666666667,1
"338",1948-04-07,57.0833333333333,0,85.5416666666667,1
"339",1948-04-08,56.875,0,88.1666666666667,1
"340",1948-04-09,52.9583333333333,0,58.7083333333333,1
"341",1948-04-10,48.7083333333333,0,57.8333333333333,1
"342",1948-04-11,52.375,0,79.9583333333333,1
"343",1948-04-12,69.25,0,79.9166666666667,1
"344",1948-04-13,51.9583333333333,0,80.2916666666667,1
"345",1948-04-14,43.9583333333333,0,93.8333333333333,1
"346",1948-04-15,52.6666666666667,0,76.9166666666667,1
"347",1948-04-16,56.4166666666667,0,73.2083333333333,1
"348",1948-04-17,51.75,0,55.7083333333333,1
"349",1948-04-18,49.875,0,57.1666666666667,1
"350",1948-04-19,55.7916666666667,0,69.1666666666667,1
"351",1948-04-20,68.875,0,57.1666666666667,1
"352",1948-04-21,64.9583333333333,0,59.8333333333333,1
"353",1948-04-22,54,0,58.5416666666667,1
"354",1948-04-23,54.7083333333333,0,49.7916666666667,1
"355",1948-04-24,63.2083333333333,0,60.2916666666667,1
"356",1948-04-25,70.2608695652174,0,66.9130434782609,1
"357",1948-04-26,62.9583333333333,0,69.75,1
"358",1948-04-27,56.375,0,81.5416666666667,1
"359",1948-04-28,45.2083333333333,0,82.7916666666667,1
"360",1948-04-29,50.7916666666667,0,69.9166666666667,1
"361",1948-04-30,57.8333333333333,0,55.9166666666667,1
"362",1949-01-01,38.7083333333333,0,22.2083333333333,0
"363",1949-01-02,34.75,0,0,0
"364",1949-01-03,37.5833333333333,0,0,0
"365",1949-01-04,39,0.01,0,0
"366",1949-01-05,43.4166666666667,1.42,0,0
"367",1949-01-06,47.625,0.11,0,0
"368",1949-01-07,45.4583333333333,0,0,0
"369",1949-01-08,48.6666666666667,0,0,0
"370",1949-01-09,47.375,0,0,0
"371",1949-01-10,47.9166666666667,0,0,0
"372",1949-01-11,46.8333333333333,0.01,0,0
"373",1949-01-12,36.125,0.11,0,0
"374",1949-01-13,40.5,0,0,0
"375",1949-01-14,42.4583333333333,0,0,0
"376",1949-01-15,36.9583333333333,0,0,0
"377",1949-01-16,48.3333333333333,0,0,0
"378",1949-01-17,53.5,0,0,0
"379",1949-01-18,44.9166666666667,0.01,0,0
"380",1949-01-19,52.1666666666667,0,0,0
"381",1949-01-20,36.4166666666667,0,0,0
"382",1949-01-21,34.5416666666667,0.99,0,0
"383",1949-01-22,44.4166666666667,0.33,0,0
"384",1949-01-23,37.25,0.18,0,0
"385",1949-01-24,47.3333333333333,0.12,0,0
"386",1949-01-25,50.875,0.02,0,0
"387",1949-01-26,40.7916666666667,0.34,0,0
"388",1949-01-27,40.875,0.31,0,0
"389",1949-01-28,49.8333333333333,0.34,0,0
"390",1949-01-29,38.625,0,0,0
"391",1949-01-30,25.125,0,0,0
"392",1949-01-31,29.3333333333333,0.78,0,0
"393",1949-02-01,33.8333333333333,0,0,0
"394",1949-02-02,32,0,0,0
"395",1949-02-03,33.5,0,0,0
"396",1949-02-04,41.9166666666667,0.39,0,0
"397",1949-02-05,40.4166666666667,0,0,0
"398",1949-02-06,37.1666666666667,0,0,0
"399",1949-02-07,43.3333333333333,0.35,0,0
"400",1949-02-08,43.9583333333333,0,0,0
"401",1949-02-09,53.5,0,0,0
"402",1949-02-10,37.75,0.23,0,0
"403",1949-02-11,32.125,0,0,0
"404",1949-02-12,38.4583333333333,0,0,0
"405",1949-02-13,56.1666666666667,0,0,0
"406",1949-02-14,58.4583333333333,0.14,0,0
"407",1949-02-15,63.75,0.16,0,0
"408",1949-02-16,45.4166666666667,0.34,0,0
"409",1949-02-17,41.6666666666667,0,3.75,0
"410",1949-02-18,41.1666666666667,0,55.375,0
"411",1949-02-19,50.6666666666667,0.2,78.2083333333333,0
"412",1949-02-20,55.1666666666667,0.09,79.1666666666667,0
"413",1949-02-21,41.75,0,69.7083333333333,0
"414",1949-02-22,43.9583333333333,0.24,86.9583333333333,0
"415",1949-02-23,47.25,0,67.1666666666667,0
"416",1949-02-24,45.125,0,66.7083333333333,0
"417",1949-02-25,47.625,0.01,63,0
"418",1949-02-26,39.4583333333333,0,59.6666666666667,0
"419",1949-02-27,37.0833333333333,0.01,60.125,0
"420",1949-02-28,32.75,0.52,72.7916666666667,0
"421",1949-03-01,29.625,0,54,0
"422",1949-03-02,34.0416666666667,0,52.625,0
"423",1949-03-03,37.9583333333333,0,55.75,0
"424",1949-03-04,39.7916666666667,0,61.0833333333333,0
"425",1949-03-05,51.4583333333333,0,32.9583333333333,0
"426",1949-03-06,53.5,0,43.9166666666667,0
"427",1949-03-07,34.9583333333333,0,44.5416666666667,0
"428",1949-03-08,40.9166666666667,0,35.5,0
"429",1949-03-09,45.5833333333333,0,45.0833333333333,0
"430",1949-03-10,44.9166666666667,0.2,76.2083333333333,0
"431",1949-03-11,39.8333333333333,0.1,66.0833333333333,0
"432",1949-03-12,35.7916666666667,0,57.6666666666667,0
"433",1949-03-13,39.5416666666667,0,48.9166666666667,0
"434",1949-03-14,43.9166666666667,0,47.875,0
"435",1949-03-15,35.75,0.01,72.7916666666667,0
"436",1949-03-16,34.125,0,47.3333333333333,0
"437",1949-03-17,42.375,0,53.2916666666667,0
"438",1949-03-18,37.5416666666667,0.74,80.0416666666667,0
"439",1949-03-19,32.375,0,43.25,0
"440",1949-03-20,37.5,0,56.875,0
"441",1949-03-21,49.5833333333333,0,65.0416666666667,0
"442",1949-03-22,59.5,0.47,74.4166666666667,0
"443",1949-03-23,59.75,0.82,82.2916666666667,0
"444",1949-03-24,54.3333333333333,0,65.5833333333333,0
"445",1949-03-25,53.5416666666667,0.29,90.375,0
"446",1949-03-26,60.625,0.04,94.8333333333333,0
"447",1949-03-27,71.0416666666667,0.07,74.0833333333333,0
"448",1949-03-28,60.0833333333333,0.01,57.125,0
"449",1949-03-29,61.9166666666667,0,50.25,1
"450",1949-03-30,67,0,47.375,1
"451",1949-03-31,51.125,0.67,87.4583333333333,1
"452",1949-04-01,44.5,0.03,83.25,1
"453",1949-04-02,48,0,60.1666666666667,1
"454",1949-04-03,52.0833333333333,0,65.4166666666667,1
"455",1949-04-04,51.6666666666667,0.06,50.7083333333333,1
"456",1949-04-05,48.5,0.41,58.625,1
"457",1949-04-06,51.0416666666667,0.23,70.375,1
"458",1949-04-07,50.5416666666667,0.34,68.0416666666667,1
"459",1949-04-08,49.0416666666667,0,70.125,1
"460",1949-04-09,50.3333333333333,0,67.2083333333333,1
"461",1949-04-10,51.0416666666667,0,60.2083333333333,1
"462",1949-04-11,52.7916666666667,0,67.8333333333333,1
"463",1949-04-12,58.2916666666667,0,68.2083333333333,1
"464",1949-04-13,57.2083333333333,0.23,93.5,1
"465",1949-04-14,64.1666666666667,0,75.6666666666667,1
"466",1949-04-15,67.875,0,58.0833333333333,1
"467",1949-04-16,46.875,0,53.6666666666667,1
"468",1949-04-17,48.0833333333333,0,50.375,1
"469",1949-04-18,51.4583333333333,0.39,82.7083333333333,1
"470",1949-04-19,49.2916666666667,0,65.4166666666667,1
"471",1949-04-20,54.5,0,58.5833333333333,1
"472",1949-04-21,63.2916666666667,0,53.1666666666667,1
"473",1949-04-22,59.375,0.23,82.5,1
"474",1949-04-23,62.9166666666667,0,71.0416666666667,1
"475",1949-04-24,55.2608695652174,0,59.9565217391304,1
"476",1949-04-25,53.5,0,53.9583333333333,1
"477",1949-04-26,65.25,0,49,1
"478",1949-04-27,66.5,0.02,63.8333333333333,1
"479",1949-04-28,59.375,0,47.75,1
"480",1949-04-29,53.875,0,46.5416666666667,1
"481",1949-04-30,59.0416666666667,0,69.125,1
"482",1950-01-01,40.25,0,63.625,0
"483",1950-01-02,47.3333333333333,0,70,0
"484",1950-01-03,56.875,0.16,85.0416666666667,0
"485",1950-01-04,63.5833333333333,0,73.2916666666667,0
"486",1950-01-05,62.0416666666667,0,78.7916666666667,0
"487",1950-01-06,64.4583333333333,0,74.1666666666667,0
"488",1950-01-07,44.6666666666667,0.03,55.3333333333333,0
"489",1950-01-08,33.2916666666667,0,47.5833333333333,0
"490",1950-01-09,43.4166666666667,0,54.4583333333333,0
"491",1950-01-10,59.0416666666667,0.04,68.7916666666667,0
"492",1950-01-11,47.875,0,29.7916666666667,0
"493",1950-01-12,33.75,0.47,74.125,0
"494",1950-01-13,42.3333333333333,0.03,92.7916666666667,0
"495",1950-01-14,55.9583333333333,0,59.8333333333333,0
"496",1950-01-15,43.7083333333333,0,50.0833333333333,0
"497",1950-01-16,45.2083333333333,0.05,55.3333333333333,0
"498",1950-01-17,36.9166666666667,0,46.1666666666667,0
"499",1950-01-18,46.9166666666667,0.01,74.5416666666667,0
"500",1950-01-19,32.625,0.08,70.2916666666667,0
"501",1950-01-20,28.5416666666667,0,60.5833333333333,0
"502",1950-01-21,36.0833333333333,0,58.375,0
"503",1950-01-22,43.7916666666667,0,65.4583333333333,0
"504",1950-01-23,51.875,0,73.4166666666667,0
"505",1950-01-24,58.5833333333333,0.01,74.5833333333333,0
"506",1950-01-25,64.7916666666667,0,74.625,0
"507",1950-01-26,66.7083333333333,0,67.4166666666667,0
"508",1950-01-27,43.7916666666667,0.26,68.0833333333333,0
"509",1950-01-28,34.875,0.03,73.8333333333333,0
"510",1950-01-29,47.2916666666667,0.01,84.2916666666667,0
"511",1950-01-30,45.5,0.56,91.0833333333333,0
"512",1950-01-31,37.375,0.13,89.6666666666667,0
"513",1950-02-01,37.25,0.56,94.8333333333333,0
"514",1950-02-02,41.2916666666667,0.44,93.7083333333333,0
