Date,Average Temperature,Total Precipitation,Humidity (rh),Pressure (in),Wind Speed (mph)
19450328,69.66666666666667,0,53.583333333333336,30.084583333333324,7.708333333333333
19450329,73.79166666666667,0,48.5,30.01125,8.583333333333334
19450330,70.41666666666667,0,62.125,29.95,8.458333333333334
19450331,66.66666666666667,0,64.95833333333333,29.72708333333333,15.416666666666666
19450401,61.833333333333336,0,49.625,30.05416666666666,10.083333333333334
19450402,65.70833333333333,0,75.33333333333333,29.860833333333343,10.75
19450403,68.83333333333333,0,65.04166666666667,28.69291666666666,9.791666666666666
19450404,66.25,0,69.75,30.01041666666667,10.875
19450405,55.208333333333336,0,50.75,29.967499999999998,22.791666666666668
19450406,46.875,0,40.416666666666664,30.524583333333336,9.25
19450407,51.166666666666664,0,49.583333333333336,30.567500000000006,8.208333333333334
19450408,55.666666666666664,0,65.91666666666667,30.37208333333332,5.666666666666667
19450409,60.75,0,58.125,30.30041666666666,7.166666666666667
19450410,61.625,0,58.708333333333336,30.34125,8.333333333333334
19450411,59.833333333333336,0,83.70833333333333,30.317499999999995,7.5
19450412,66.20833333333333,0,78.45833333333333,30.208333333333318,4.333333333333333
19450413,71.375,0,65.54166666666667,30.08791666666667,8.375
19450414,71.41666666666667,0,64.625,29.990000000000006,8.333333333333334
19450415,55.666666666666664,0,73.83333333333333,30.132083333333338,7.25
19450416,53.291666666666664,0,89.70833333333333,30.164166666666663,7.916666666666667
19450417,63.75,0,89.08333333333333,29.91250000000001,10.958333333333334
19450418,60.458333333333336,0,52.75,29.980833333333333,13.083333333333334
19450419,52.25,0,38.5,30.237500000000008,12.125
19450420,54.041666666666664,0,72.04166666666667,30.103333333333335,10.625
19450421,58.82608695652174,0,59.130434782608695,29.933913043478256,12.391304347826088
19450422,51.291666666666664,0,47.791666666666664,30.159999999999997,11.958333333333334
19450423,53.125,0,54.166666666666664,30.092083333333346,8.75
19450424,56.916666666666664,0,88.91666666666667,29.832499999999996,9.208333333333334
19450425,62.625,0,87.91666666666667,29.65125,6.666666666666667
19450426,67.25,0,74.66666666666667,29.580416666666668,8.916666666666666
19450427,54.666666666666664,0,46.458333333333336,29.82666666666667,20.833333333333332
19450428,51.833333333333336,0,49.333333333333336,29.924583333333334,13.75
19450429,53.458333333333336,0,58.916666666666664,29.86041666666667,7.958333333333333
19450430,55.208333333333336,0,53.5,29.88166666666667,11.666666666666666
19450501,50.541666666666664,0,58.166666666666664,29.898749999999996,16.458333333333332
19450502,50.291666666666664,0,53.916666666666664,29.987500000000008,8.125
19450503,50.625,0,88.875,29.765416666666667,9
19450504,52.416666666666664,0,76.41666666666667,29.60333333333334,8.458333333333334
19450505,52.25,0,68.25,29.657083333333343,8.083333333333334
19450506,52.375,0,63.208333333333336,29.75791666666666,8.791666666666666
19450507,61.75,0,56.958333333333336,29.806666666666672,8.416666666666666
19450508,63.583333333333336,0,56.958333333333336,29.75375,12.875
19450509,59.875,0,45.625,30.045833333333324,9.125
19450510,56.708333333333336,0,76.625,29.76291666666667,13.958333333333334
19450511,52.958333333333336,0,49.041666666666664,29.97791666666667,13.541666666666666
19450512,61.041666666666664,0,56.291666666666664,29.86458333333334,10.25
19450513,68.83333333333333,0,68.375,29.675833333333333,8.458333333333334
19450514,69.04166666666667,0,53.875,29.854583333333334,7.375
19450515,73.95833333333333,0,68.33333333333333,28.563749999999995,8.5
19450516,76.70833333333333,0,64.95833333333333,29.84583333333333,7.458333333333333
19450517,72.33333333333333,0,76.25,29.811666666666667,10.208333333333334
19450518,68.45833333333333,0,74.25,29.652916666666673,9.375
19450519,61.5,0,52.916666666666664,29.850416666666664,18.416666666666668
19450520,61.708333333333336,0,43.333333333333336,30.05333333333333,6.708333333333333
19450521,69.54166666666667,0,54.625,29.93750000000001,11.625
19450522,74.08333333333333,0,61.083333333333336,29.820416666666663,15.333333333333334
19450523,67.79166666666667,0,40.041666666666664,30.034999999999993,13.25
19450524,62.75,0,40.833333333333336,30.13166666666667,10.916666666666666
19450525,61.5,0,51.291666666666664,30.14041666666667,5.583333333333333
19450526,61.833333333333336,0,77.70833333333333,30.099166666666676,9.291666666666666
19450527,62.625,0,91.54166666666667,30.098333333333343,8.208333333333334
19450528,71.20833333333333,0,76.95833333333333,29.940416666666664,9.708333333333334
19450529,72.625,0,61,29.752499999999987,8.583333333333334
19450530,68.83333333333333,0,43.708333333333336,29.774166666666662,11.708333333333334
19450531,70.04166666666667,0,36.166666666666664,29.812500000000004,12.75
19450601,64.20833333333333,0,46.583333333333336,29.869583333333324,7.666666666666667
19450602,66.41666666666667,0,69.625,29.687083333333344,8.875
19450603,69.25,0,65.75,29.665416666666662,14.916666666666666
19450604,60,0,59.625,29.88041666666666,13.75
19450605,56.916666666666664,0,53.541666666666664,30.036250000000006,13.541666666666666
19450606,58.833333333333336,0,54.625,30.12833333333334,7.541666666666667
19450607,63.041666666666664,0,58.083333333333336,30.09708333333332,5.25
19450608,65.25,0,66.83333333333333,30.00291666666668,6.583333333333333
19450609,65.91666666666667,0,75.45833333333333,29.97125000000001,5.208333333333333
19450610,71.66666666666667,0,80.66666666666667,29.907083333333333,6.916666666666667
19450611,74.95833333333333,0,78.45833333333333,29.885,7.041666666666667
19450612,78.58333333333333,0,66,29.934583333333336,7.75
19450613,78.08333333333333,0,74.33333333333333,29.966250000000006,6.791666666666667
19450614,82.5,0,67.375,30.055416666666673,5.375
19450615,80.04166666666667,0,60.875,30.051666666666666,8.125
19450616,84.83333333333333,0,65.04166666666667,30.00041666666668,7.666666666666667
19450617,84.375,0,62,29.97291666666666,4.625
19450618,79.25,0,67.66666666666667,29.917499999999993,7.291666666666667
19450619,72.41666666666667,0,82.875,29.96875000000001,7
19450620,75.29166666666667,0,71.54166666666667,29.97791666666667,6.166666666666667
19450621,78,0,71.25,29.952500000000004,8.25
19450622,74.20833333333333,0,68.45833333333333,29.971250000000012,9.75
19450623,77.16666666666667,0,53.75,29.96208333333333,8.958333333333334
19450624,82.375,0,53.708333333333336,29.888333333333346,7.166666666666667
19450625,78.45833333333333,0,74.79166666666667,29.787500000000005,4.333333333333333
19450626,77.20833333333333,0,69,29.721249999999998,11.5
19450627,76.70833333333333,0,54.458333333333336,29.911250000000006,5.708333333333333
19450628,82.375,0,63,29.862916666666663,7.75
19450629,84.54166666666667,0,66.91666666666667,29.865416666666672,6.541666666666667
19450630,88.79166666666667,0,63.291666666666664,29.926249999999996,6.041666666666667
19450701,88.33333333333333,0,59.666666666666664,29.92791666666666,7.666666666666667
19450702,79.20833333333333,0,77.20833333333333,29.907083333333336,8.375
19450703,73.45833333333333,0,59.958333333333336,30.051666666666666,10.416666666666666
19450704,74.875,0,62.291666666666664,30.093749999999986,6.041666666666667
19450705,76.375,0,78.625,29.984166666666663,9.75
19450706,77.08333333333333,0,80.375,29.891249999999996,8.791666666666666
19450707,78.16666666666667,0,58.625,29.97000000000001,8.083333333333334
19450708,77.75,0,59.083333333333336,30.012083333333333,6.375
19450709,74.58333333333333,0,80.54166666666667,29.951249999999987,8
19450710,75.79166666666667,0,76.95833333333333,29.777916666666666,9.625
19450711,71.41666666666667,0,41.25,29.99291666666667,11.416666666666666
19450712,69.08333333333333,0,59.791666666666664,30.12333333333334,7.708333333333333
19450713,74.16666666666667,0,60.666666666666664,30.08749999999999,7.541666666666667
19450714,73.70833333333333,0,89.16666666666667,29.978333333333325,9.833333333333334
19450715,73.45833333333333,0,89.25,29.861249999999995,11.25
19450716,72.83333333333333,0,66.125,30.06666666666666,7.333333333333333
19450717,69.375,0,90.75,30.174999999999994,8.041666666666666
19450718,70.33333333333333,0,89.5,30.195000000000007,5.25
19450719,73.79166666666667,0,91.16666666666667,30.18499999999999,3.875
19450720,77.25,0,81.70833333333333,30.099583333333324,3.7916666666666665
19450721,78.08333333333333,0,81.125,29.96374999999999,4.708333333333333
19450722,74.75,0,86.41666666666667,29.825,4.708333333333333
19450723,76.125,0,82.25,29.80666666666667,4.75
19450724,76.375,0,85.29166666666667,29.88166666666667,6.416666666666667
19450725,78.79166666666667,0,82.08333333333333,29.855416666666656,5.291666666666667
19450726,83.125,0,78.20833333333333,29.775833333333335,7.375
19450727,77.66666666666667,0,77.83333333333333,29.841666666666672,8.708333333333334
19450728,77.20833333333333,0,84.79166666666667,29.802499999999995,8.583333333333334
19450729,74.41666666666667,0,91.83333333333333,29.85541666666667,8.541666666666666
19450730,77.41666666666667,0,81.58333333333333,28.834583333333327,6.875
19450731,78.16666666666667,0,79.58333333333333,30.13208333333334,7.291666666666667
19450801,75.875,0,80.79166666666667,29.99916666666667,6.5
19450802,76.91666666666667,0,78.25,29.935,7.25
19450803,78.08333333333333,0,82.29166666666667,29.847916666666674,5.708333333333333
19450804,73.45833333333333,0,60.708333333333336,29.990833333333324,8.291666666666666
19450805,72.54166666666667,0,65.20833333333333,30.091666666666658,6.958333333333333
19450806,76,0,82.04166666666667,29.830000000000013,9.833333333333334
19450807,77.5,0,69.375,29.74458333333334,8.791666666666666
19450808,72.75,0,65.04166666666667,29.927499999999995,8.333333333333334
19450809,72,0,71.75,30.06625,4.958333333333333
19450810,74.125,0,69.04166666666667,30.08458333333333,3.7083333333333335
19450811,76.79166666666667,0,67.125,30.09166666666667,6.416666666666667
19450812,74.66666666666667,0,73,30.13333333333334,6.083333333333333
19450813,76.79166666666667,0,76.66666666666667,30.147499999999997,5.458333333333333
19450814,79.08333333333333,0,78,30.01791666666666,6.833333333333333
19450815,79.70833333333333,0,74.125,29.821249999999996,10.416666666666666
19450816,70.91666666666667,0,62.708333333333336,29.936249999999998,8.208333333333334
19450817,71.70833333333333,0,69.125,29.895416666666666,5.25
19450818,73.33333333333333,0,71.5,29.947500000000005,6.041666666666667
19450819,75.0909090909091,0,68.27272727272727,30.094090909090905,5.181818181818182
19450820,74.95833333333333,0,72,30.125416666666677,3.4166666666666665
19450821,76.79166666666667,0,72.79166666666667,30.01208333333334,4.375
19450822,81.08333333333333,0,66.04166666666667,29.90041666666667,5.583333333333333
19450823,69.54166666666667,0,82.5,30.023749999999996,9.541666666666666
19450824,66.54166666666667,0,94.54166666666667,29.979166666666657,6.958333333333333
19450825,69.70833333333333,0,80.04166666666667,29.820000000000007,9.125
19450826,68.125,0,50.791666666666664,29.87458333333333,15.916666666666666
19450827,66.66666666666667,0,53.875,30.042083333333327,8.958333333333334
19450828,73.54166666666667,0,62.916666666666664,30.030833333333334,4.583333333333333
19450829,80.70833333333333,0,65.04166666666667,30.06041666666667,5.833333333333333
19450830,82.875,0,63.875,30.094583333333343,4.5
19450831,78.79166666666667,0,71.54166666666667,30.142916666666675,8.416666666666666
19450901,80.95833333333333,0,68.125,29.979583333333338,12.458333333333334
19450902,74.20833333333333,0,73.83333333333333,29.908333333333335,8.625
19450903,70.45833333333333,0,68.95833333333333,30.16708333333334,6.833333333333333
19450904,69.625,0,71.25,30.20375,7.041666666666667
19450905,71.16666666666667,0,74.08333333333333,30.20041666666666,5.208333333333333
19450906,73.29166666666667,0,82.33333333333333,30.1775,7.416666666666667
19450907,76,0,83.04166666666667,30.104166666666654,5.166666666666667
19450908,77.91666666666667,0,79.5,29.998333333333346,4.833333333333333
19450909,76.91666666666667,0,84.875,29.954583333333343,4.708333333333333
19450910,78.875,0,77.91666666666667,29.844583333333333,4.75
19450911,77.45833333333333,0,73.70833333333333,29.691666666666666,8.916666666666666
19450912,70.875,0,59.625,29.894583333333344,9.333333333333334
19450913,71.41666666666667,0,65.58333333333333,30.055833333333325,5.583333333333333
19450914,78.20833333333333,0,79,29.97541666666667,9.833333333333334
19450915,69.75,0,86.70833333333333,29.993750000000002,8.666666666666666
19450916,66.66666666666667,0,67.45833333333333,30.218749999999996,9.625
19450917,58.458333333333336,0,90.91666666666667,30.238749999999996,13.791666666666666
19450918,68.16666666666667,0,85.33333333333333,29.955,12.708333333333334
19450919,67.04166666666667,0,72.79166666666667,30.009583333333325,10.291666666666666
19450920,69.70833333333333,0,77.45833333333333,29.990833333333338,5.791666666666667
19450921,73.08333333333333,0,68.58333333333333,30.02125,5.625
19450922,63.666666666666664,0,58.875,30.27458333333333,6.625
19450923,64.04166666666667,0,82.33333333333333,30.28333333333333,5.041666666666667
19450924,71.25,0,88.83333333333333,30.204166666666655,2.7083333333333335
19450925,77.66666666666667,0,78.54166666666667,30.139583333333338,7.916666666666667
19450926,77.25,0,76.95833333333333,30.17583333333334,7.166666666666667
19450927,75.375,0,78.875,30.22666666666667,4.625
19450928,77.20833333333333,0,78.66666666666667,30.209166666666658,8.875
19450929,76.95833333333333,0,75.70833333333333,30.152916666666666,8.583333333333334
19450930,55.2,0,75.76,30.44120000000001,10.56
19451001,64.45833333333333,0,85.33333333333333,30.24291666666667,7.458333333333333
19451002,65.375,0,73.95833333333333,29.88874999999999,14.708333333333334
19451003,53.541666666666664,0,50.541666666666664,30.21291666666667,12.666666666666666
19451004,49.833333333333336,0,60.708333333333336,30.40625000000001,7.833333333333333
19451005,55.791666666666664,0,75.33333333333333,30.19916666666667,4.958333333333333
19451006,61.458333333333336,0,92,29.957500000000007,5
19451007,63.416666666666664,0,76.79166666666667,29.764583333333324,7.541666666666667
19451008,62.125,0,65.41666666666667,29.729583333333334,8.833333333333334
19451009,52.458333333333336,0,67.20833333333333,29.862916666666667,15.083333333333334
19451010,49.833333333333336,0,60.333333333333336,30.04916666666666,9.875
19451011,49.583333333333336,0,65.45833333333333,30.03625,5.791666666666667
19451012,54.5,0,68.54166666666667,29.83541666666666,4.916666666666667
19451013,53.833333333333336,0,57.208333333333336,29.954166666666662,11.75
19451014,47.833333333333336,0,68.70833333333333,30.03958333333333,10.083333333333334
19451015,45.625,0,68.54166666666667,30.066249999999997,9.625
19451016,53.625,0,59.333333333333336,29.86041666666667,9.041666666666666
19451017,59.916666666666664,0,64.33333333333333,29.93541666666668,6.25
19451018,64.04166666666667,0,62.708333333333336,30.010833333333338,5.166666666666667
19451019,66.5,0,55.5,29.948333333333327,8.541666666666666
19451020,61.375,0,60.875,29.96374999999999,7
19451021,60.625,0,64.70833333333333,30.032083333333336,5.625
19451022,66.54166666666667,0,76.29166666666667,29.917499999999993,7
19451023,61.708333333333336,0,90.25,29.823333333333327,5.625
19451024,55.166666666666664,0,83.41666666666667,29.973333333333333,7.958333333333333
19451025,54.541666666666664,0,86.08333333333333,29.96916666666667,4.208333333333333
19451026,54.416666666666664,0,62,29.90625000000001,10.5
19451027,50.458333333333336,0,50.458333333333336,30.200833333333335,11.083333333333334
19451028,54.875,0,63.041666666666664,30.259166666666676,3.9166666666666665
19451029,62.125,0,61.708333333333336,30.239583333333346,5.125
19451030,62.916666666666664,0,62.708333333333336,30.120416666666657,4.791666666666667
19451031,65.91666666666667,0,65.25,29.88208333333334,9.166666666666666
19451101,59.208333333333336,0,61.375,29.941249999999993,5.833333333333333
19451102,65.45833333333333,0,72.375,29.82541666666666,7.375
19451103,60.791666666666664,0,71.875,29.75916666666667,11.291666666666666
19451104,43.416666666666664,0,59,29.909583333333345,14.791666666666666
19451105,42.291666666666664,0,53.875,29.992916666666662,8.375
19451106,53.416666666666664,0,59.708333333333336,30.201666666666664,3.6666666666666665
19451107,59.041666666666664,0,63.583333333333336,30.23833333333334,8.708333333333334
19451108,64,0,59.125,30.179999999999996,9.333333333333334
19451109,67.08333333333333,0,74.25,30.187916666666677,9.666666666666666
19451110,54.25,0,74.29166666666667,30.399583333333336,10.25
19451111,46.125,0,85.70833333333333,30.442499999999995,7.083333333333333
19451112,53.666666666666664,0,93.41666666666667,30.27541666666667,5.166666666666667
19451113,62.375,0,90.20833333333333,30.016666666666662,8.125
19451114,52.291666666666664,0,81.08333333333333,29.80416666666667,15.666666666666666
19451115,43.666666666666664,0,56.833333333333336,30.08,18.166666666666668
19451116,47.25,0,45.041666666666664,30.28625000000001,8.208333333333334
19451117,54.958333333333336,0,47.958333333333336,30.089583333333334,9.833333333333334
19451118,57.458333333333336,0,57.166666666666664,30.064583333333317,10
19451119,48.125,0,84.45833333333333,29.887916666666666,8.333333333333334
19451120,44.875,0,56.083333333333336,30.033749999999994,16.375
19451121,42.041666666666664,0,73,30.111666666666665,5.625
19451122,48.791666666666664,0,61.375,29.717916666666667,14.208333333333334
19451123,34.625,0,54.083333333333336,29.81416666666666,10.5
19451124,33.958333333333336,0,53.916666666666664,29.908333333333335,10.708333333333334
19451125,40.541666666666664,0,52.583333333333336,29.94333333333333,5.5
19451126,38.375,0,65.5,30.27333333333334,6.208333333333333
19451127,40.916666666666664,0,73.41666666666667,30.25791666666666,5.583333333333333
19451128,45.083333333333336,0,93.33333333333333,29.798750000000002,8.75
19451129,40.291666666666664,0,89.875,29.577916666666667,14.958333333333334
19451130,37.75,0,69.45833333333333,29.81708333333334,21.75
19451201,36.625,0,66.79166666666667,30.088333333333328,14.541666666666666
19451202,37.125,0,60.708333333333336,30.220416666666665,6.25
19451203,41.125,0,77.66666666666667,30.052916666666665,5.416666666666667
19451204,41.291666666666664,0,75.41666666666667,30.005833333333324,9.208333333333334
19451205,33.125,0,81.08333333333333,29.94541666666667,12.75
19451206,38.833333333333336,0,96.125,29.657916666666665,13.666666666666666
19451207,42.541666666666664,0,75.66666666666667,29.637916666666666,13.666666666666666
19451208,43.166666666666664,0,62.416666666666664,29.95874999999999,8.291666666666666
19451209,44.375,0,66.79166666666667,29.88291666666666,6.791666666666667
19451210,36.875,0,79.375,29.728333333333335,9
19451211,29,0,61.5,28.852500000000003,15.125
19451212,25.458333333333332,0,55.958333333333336,30.290416666666655,11.375
19451213,25.625,0,67.5,30.180000000000003,7.583333333333333
19451214,31.875,0,82.04166666666667,29.84625,9.25
19451215,30.708333333333332,0,68.625,29.960833333333326,10.666666666666666
19451216,23.916666666666668,0,53.083333333333336,30.06583333333333,15.125
19451217,23.5,0,44.125,30.321666666666676,7.916666666666667
19451218,25.916666666666668,0,63.75,30.364166666666666,5.208333333333333
19451219,25.125,0,89.79166666666667,29.809166666666673,10.541666666666666
19451220,25.083333333333332,0,58.875,29.995833333333323,12.041666666666666
19451221,22.458333333333332,0,60.125,30.226666666666677,10.666666666666666
19451222,26.166666666666668,0,65.08333333333333,30.215833333333336,8.208333333333334
19451223,19.916666666666668,0,62.375,30.397916666666656,12.875
19451224,24.5,0,58.333333333333336,30.376666666666676,6.041666666666667
19451225,36.25,0,89.625,29.94,6.75
19451226,37.666666666666664,0,86.70833333333333,29.69,8.25
19451227,36.625,0,63.916666666666664,30.12541666666667,10.375
19451228,34.208333333333336,0,93.41666666666667,30.197083333333335,5.208333333333333
19451229,37.041666666666664,0,92.58333333333333,29.83958333333334,8.041666666666666
19451230,39.833333333333336,0,95,29.713750000000008,8.875
19451231,40.916666666666664,0,81.83333333333333,29.49416666666666,9.791666666666666
19460101,31.25,0,63.083333333333336,29.88083333333333,14.416666666666666
19460102,26.791666666666668,0,52.666666666666664,30.321249999999996,8.875
19460103,33.458333333333336,0,61.458333333333336,30.426249999999992,5.708333333333333
19460104,36.833333333333336,0,83.16666666666667,30.410833333333333,2.9166666666666665
19460105,48.78260869565217,0,77.43478260869566,30.17521739130435,7.782608695652174
19460106,61.416666666666664,0,77,30.02583333333332,13.25
19460107,61.916666666666664,0,90.41666666666667,30.005,9.958333333333334
19460108,52.833333333333336,0,80.16666666666667,30.206666666666653,8.125
19460109,45.541666666666664,0,90.66666666666667,30.044583333333335,7.208333333333333
19460110,50.291666666666664,0,71.625,29.953333333333337,12.041666666666666
19460111,39.083333333333336,0,66.58333333333333,30.237499999999997,7.458333333333333
19460112,44.583333333333336,0,76.91666666666667,29.999999999999996,9.5
19460113,35.583333333333336,0,55.041666666666664,30.158749999999994,15.541666666666666
19460114,31.833333333333332,0,51.208333333333336,30.284166666666668,10.208333333333334
19460115,34.916666666666664,0,60.125,30.092916666666664,10.083333333333334
19460116,22.625,0,50.958333333333336,30.431249999999995,10.583333333333334
19460117,30.5,0,63.208333333333336,30.070000000000007,9
19460118,39.291666666666664,0,52.458333333333336,29.834999999999997,7.833333333333333
19460119,36.75,0,40.458333333333336,30.014999999999997,13.291666666666666
19460120,22.5,0,60.166666666666664,30.324583333333333,10.75
19460121,31.041666666666668,0,94.20833333333333,29.872500000000006,8.5
19460122,25.375,0,60.041666666666664,30.24666666666667,13.708333333333334
19460123,22.541666666666668,0,57.25,30.38458333333334,4.416666666666667
19460124,27.869565217391305,0,76.34782608695652,29.933043478260867,4.6521739130434785
19460125,35.583333333333336,0,52.458333333333336,29.69083333333334,10.875
19460126,40.166666666666664,0,55.333333333333336,29.844583333333333,10.541666666666666
19460127,23.583333333333332,0,70.08333333333333,30.304166666666664,9.041666666666666
19460128,27.625,0,67.91666666666667,30.30458333333333,5.333333333333333
19460129,38.458333333333336,0,48.166666666666664,30.413333333333323,9.166666666666666
19460130,40.291666666666664,0,79.875,30.129166666666666,8.083333333333334
19460131,48.166666666666664,0,75.375,29.67375,13.208333333333334
19460601,75.78260869565217,0,75.95652173913044,29.80608695652174,11.130434782608695
19460602,65.54166666666667,0,85.66666666666667,29.75041666666667,13.333333333333334
19460603,66.375,0,69.41666666666667,29.986250000000013,8.708333333333334
19460604,62.791666666666664,0,81,30.01958333333334,10.291666666666666
19460605,61.791666666666664,0,66.20833333333333,30.07625,10.666666666666666
19460606,64.91666666666667,0,69.125,30.097083333333316,7.375
19460607,73.79166666666667,0,62.083333333333336,29.93791666666667,10.458333333333334
19460608,80.79166666666667,0,58.333333333333336,28.66416666666667,10.625
19460609,78.70833333333333,0,57.916666666666664,30.02333333333333,10.5
19460610,67.52173913043478,0,55.65217391304348,30.325652173913046,8.782608695652174
19460611,75.95652173913044,0,59.869565217391305,30.056521739130428,12.565217391304348
19460612,78.125,0,73.83333333333333,29.86000000000001,8.25
19460613,78.125,0,70.83333333333333,29.869583333333335,10
19460614,69.54166666666667,0,78.875,30.08875,8.583333333333334
19460615,63.875,0,76.66666666666667,30.250416666666666,8.291666666666666
19460616,69.70833333333333,0,63.958333333333336,30.256249999999998,8.875
