Date,Average Temperature,Total Precipitation(in)
19450606,58.833333333333336,0
19450607,63.041666666666664,0
19450608,65.25,0
19450609,65.91666666666667,0
19450610,71.66666666666667,0
19450611,74.95833333333333,0
19450612,78.58333333333333,0
19450613,78.08333333333333,0
19450614,82.5,0
19450615,80.04166666666667,0
19450616,84.83333333333333,0
19450617,84.375,0
19450618,79.25,0
19450619,72.41666666666667,0
19450620,75.29166666666667,0
19450621,78,0
19450622,74.20833333333333,0
19450623,77.16666666666667,0
19450624,82.375,0
19450625,78.45833333333333,0
19450626,77.20833333333333,0
19450627,76.70833333333333,0
19450628,82.375,0
19450629,84.54166666666667,0
19450630,88.79166666666667,0
19450701,88.33333333333333,0
19450702,79.20833333333333,0
19450703,73.45833333333333,0
19450704,74.875,0
19450705,76.375,0
19450706,77.08333333333333,0
19450707,78.16666666666667,0
19450708,77.75,0
19450709,74.58333333333333,0
19450710,75.79166666666667,0
19450711,71.41666666666667,0
19450712,69.08333333333333,0
19450713,74.16666666666667,0
19450714,73.70833333333333,0
19450715,73.45833333333333,0
19450716,72.83333333333333,0
19450717,69.375,0
19450718,70.33333333333333,0
19450719,73.79166666666667,0
19450720,77.25,0
19450721,78.08333333333333,0
19450722,74.75,0
19450723,76.125,0
19450724,76.375,0
19450725,78.79166666666667,0
19450726,83.125,0
19450727,77.66666666666667,0
19450728,77.20833333333333,0
19450729,74.41666666666667,0
19450730,77.41666666666667,0
19450731,78.16666666666667,0
19450801,75.875,0
19450802,76.91666666666667,0
19450803,78.08333333333333,0
19450804,73.45833333333333,0
19450805,72.54166666666667,0
19450806,76,0
19450807,77.5,0
19450808,72.75,0
19450809,72,0
19450810,74.125,0
19450811,76.79166666666667,0
19450812,74.66666666666667,0
19450813,76.79166666666667,0
19450814,79.08333333333333,0
19450815,79.70833333333333,0
19450816,70.91666666666667,0
19450817,71.70833333333333,0
19450818,73.33333333333333,0
19450819,75.0909090909091,0
19450820,74.95833333333333,0
19450821,76.79166666666667,0
19450822,81.08333333333333,0
19450823,69.54166666666667,0
19450824,66.54166666666667,0
19450825,69.70833333333333,0
19450826,68.125,0
19450827,66.66666666666667,0
19450828,73.54166666666667,0
19450829,80.70833333333333,0
19450830,82.875,0
19450831,78.79166666666667,0
19450901,80.95833333333333,0
19450902,74.20833333333333,0
19450903,70.45833333333333,0
19450904,69.625,0
19450905,71.16666666666667,0
19450906,73.29166666666667,0
19450907,76,0
19450908,77.91666666666667,0
19450909,76.91666666666667,0
19450910,78.875,0
19450911,77.45833333333333,0
19450912,70.875,0
19450913,71.41666666666667,0
19450914,78.20833333333333,0
19450915,69.75,0
19450916,66.66666666666667,0
19450917,58.458333333333336,0
19450918,68.16666666666667,0
19450919,67.04166666666667,0
19450920,69.70833333333333,0
19450921,73.08333333333333,0
19450922,63.666666666666664,0
19450923,64.04166666666667,0
19450924,71.25,0
19450925,77.66666666666667,0
19450926,77.25,0
19450927,75.375,0
19450928,77.20833333333333,0
19450929,76.95833333333333,0
19450930,55.2,0
19451001,64.45833333333333,0
19451002,65.375,0
19451003,53.541666666666664,0
19451004,49.833333333333336,0
19451005,55.791666666666664,0
19451006,61.458333333333336,0
19451007,63.416666666666664,0
19451008,62.125,0
19451009,52.458333333333336,0
19451010,49.833333333333336,0
19451011,49.583333333333336,0
19451012,54.5,0
19451013,53.833333333333336,0
19451014,47.833333333333336,0
19451015,45.625,0
19451016,53.625,0
19451017,59.916666666666664,0
19451018,64.04166666666667,0
19451019,66.5,0
19451020,61.375,0
19451021,60.625,0
19451022,66.54166666666667,0
19451023,61.708333333333336,0
19451024,55.166666666666664,0
19451025,54.541666666666664,0
19451026,54.416666666666664,0
19451027,50.458333333333336,0
19451028,54.875,0
19451029,62.125,0
19451030,62.916666666666664,0
19451031,65.91666666666667,0
19451101,59.208333333333336,0
19451102,65.45833333333333,0
19451103,60.791666666666664,0
19451104,43.416666666666664,0
19451105,42.291666666666664,0
19451106,53.416666666666664,0
19451107,59.041666666666664,0
19451108,64,0
19451109,67.08333333333333,0
19451110,54.25,0
19451111,46.125,0
19451112,53.666666666666664,0
19451113,62.375,0
19451114,52.291666666666664,0
19451115,43.666666666666664,0
19451116,47.25,0
19451117,54.958333333333336,0
19451118,57.458333333333336,0
19451119,48.125,0
19451120,44.875,0
19451121,42.041666666666664,0
19451122,48.791666666666664,0
19451123,34.625,0
19451124,33.958333333333336,0
19451125,40.541666666666664,0
19451126,38.375,0
19451127,40.916666666666664,0
19451128,45.083333333333336,0
19451129,40.291666666666664,0
19451130,37.75,0
19451201,36.625,0
19451202,37.125,0
19451203,41.125,0
19451204,41.291666666666664,0
19451205,33.125,0
19451206,38.833333333333336,0
19451207,42.541666666666664,0
19451208,43.166666666666664,0
19451209,44.375,0
19451210,36.875,0
19451211,29,0
19451212,25.458333333333332,0
19451213,25.625,0
19451214,31.875,0
19451215,30.708333333333332,0
19451216,23.916666666666668,0
19451217,23.5,0
19451218,25.916666666666668,0
19451219,25.125,0
19451220,25.083333333333332,0
19451221,22.458333333333332,0
19451222,26.166666666666668,0
19451223,19.916666666666668,0
19451224,24.5,0
19451225,36.25,0
19451226,37.666666666666664,0
19451227,36.625,0
19451228,34.208333333333336,0
19451229,37.041666666666664,0
19451230,39.833333333333336,0
19451231,40.916666666666664,0
19460101,31.25,0
19460102,26.791666666666668,0
19460103,33.458333333333336,0
19460104,36.833333333333336,0
19460105,48.78260869565217,0
19460106,61.416666666666664,0
19460107,61.916666666666664,0
19460108,52.833333333333336,0
19460109,45.541666666666664,0
19460110,50.291666666666664,0
19460111,39.083333333333336,0
19460112,44.583333333333336,0
19460113,35.583333333333336,0
19460114,31.833333333333332,0
19460115,34.916666666666664,0
19460116,22.625,0
19460117,30.5,0
19460118,39.291666666666664,0
19460119,36.75,0
19460120,22.5,0
19460121,31.041666666666668,0
19460122,25.375,0
19460123,22.541666666666668,0
19460124,27.869565217391305,0
19460125,35.583333333333336,0
19460126,40.166666666666664,0
19460127,23.583333333333332,0
19460128,27.625,0
19460129,38.458333333333336,0
19460130,40.291666666666664,0
19460131,48.166666666666664,0
19460601,75.78260869565217,0
19460602,65.54166666666667,0
19460603,66.375,0
19460604,62.791666666666664,0
19460605,61.791666666666664,0
19460606,64.91666666666667,0
19460607,73.79166666666667,0
19460608,80.79166666666667,0
19460609,78.70833333333333,0
19460610,67.52173913043478,0
19460611,75.95652173913044,0
19460612,78.125,0
19460613,78.125,0
19460614,69.54166666666667,0
19460615,63.875,0
19460616,69.70833333333333,0
19460617,74.79166666666667,0
19460618,80.95833333333333,0
19460619,63.708333333333336,0
19460620,63.875,0
19460621,72.75,0
19460622,73.04166666666667,0
19460623,72.79166666666667,0
19460624,74.33333333333333,0
19460625,78.33333333333333,0
19460626,79.625,0
19460627,78.25,0
19460628,78.5,0
19460629,75.33333333333333,0
19460630,77.25,0
19460701,78.375,0
19460702,74.16666666666667,0
19460703,73.70833333333333,0
19460704,73.45833333333333,0
19460705,71.08333333333333,0
19460706,77.125,0
19460707,81.30434782608695,0
19460708,83.375,0
19460709,76.41666666666667,0
19460710,79.16666666666667,0
19460711,79.41666666666667,0
19460712,78.04166666666667,0
19460713,79.08333333333333,0
19460714,79.54166666666667,0
19460715,74.375,0
19460716,69.625,0
19460717,73.20833333333333,0
19460718,76.79166666666667,0
19460719,80.125,0
19460720,80.79166666666667,0
19460721,76.875,0
19460722,74.70833333333333,0
19460723,74.58333333333333,0
19460724,81.125,0
19460725,79.41666666666667,0
19460726,73.20833333333333,0
19460727,71.75,0
19460728,72.875,0
19460729,74,0
19460730,75.08333333333333,0
19460731,75.70833333333333,0
19460801,73.33333333333333,0
19460802,70.33333333333333,0
19460803,73.45833333333333,0
19460804,78.125,0
19460805,81.25,0
19460806,75.25,0
19460807,69.66666666666667,0
19460808,75.20833333333333,0
19460809,76.70833333333333,0
19460810,79.70833333333333,0
19460811,74.125,0
19460812,71.21739130434783,0
19460813,70.91666666666667,0
19460814,71.17391304347827,0
19460815,71.41666666666667,0
19460816,72.54166666666667,0
19460817,80,0
19460818,77.6086956521739,0
19460819,78.29166666666667,0
19460820,76,0
19460821,74.04166666666667,0
19460822,73.625,0
19460823,69.45833333333333,0
19460824,67.5,0
19460825,67.125,0
19460826,68.70833333333333,0
19460827,68.29166666666667,0
19460828,72.625,0
19460829,73.20833333333333,0
19460830,64.29166666666667,0
19460831,63.958333333333336,0
19460901,67.08333333333333,0
19460902,72.29166666666667,0
19460903,68.5,0
19460904,63.791666666666664,0
19460905,65.25,0
19460906,67.79166666666667,0
19460907,74.33333333333333,0
19460908,78.625,0
19460909,81.375,0
19460910,82.125,0
19460911,77.79166666666667,0
19460912,69.70833333333333,0
19460913,64.66666666666667,0
19460914,61.333333333333336,0
19460915,64.29166666666667,0
19460916,66.375,0
19460917,68.625,0
19460918,70.16666666666667,0
19460919,69.08333333333333,0
19460920,68.16666666666667,0
19460921,73.125,0
19460922,75.91666666666667,0
19460923,75.625,0
19460924,72.70833333333333,0
19460925,72.20833333333333,0
19460926,69.375,0
19460927,69.91666666666667,0
19460928,69.70833333333333,0
19460929,69.52,0
19460930,62.125,0
19461001,52.541666666666664,0
19461002,56.25,0
19461003,60.958333333333336,0
19461004,64.375,0
19461005,65.75,0
19461006,67.95833333333333,0
19461007,67.91666666666667,0
19461008,65.58333333333333,0
19461009,56.5,0
19461010,58.166666666666664,0
19461011,63.166666666666664,0
19461012,65.29166666666667,0
19461013,52.458333333333336,0
19461014,52.666666666666664,0
19461015,53.666666666666664,0
19461016,56.666666666666664,0
19461017,62.916666666666664,0
19461018,65.45833333333333,0
19461019,59.458333333333336,0
19461020,50.333333333333336,0
19461021,52.791666666666664,0
19461022,53.416666666666664,0
19461023,55.791666666666664,0
19461024,60.083333333333336,0
19461025,64.33333333333333,0
19461026,62.416666666666664,0
19461027,63.083333333333336,0
19461028,68.08333333333333,0
19461029,70.54166666666667,0
19461030,69.625,0
19461031,71.79166666666667,0
19461101,62.25,0
19461102,65.16666666666667,0
19461103,64.91666666666667,0
19461104,65.5,0
19461105,53.458333333333336,0
19461106,52.458333333333336,0
19461107,53.791666666666664,0
19461108,60.65217391304348,0
19461109,54.583333333333336,0
19461110,52.416666666666664,0
19461111,61.666666666666664,0
19461112,51.041666666666664,0
19461113,43.708333333333336,0
19461114,48.208333333333336,0
19461115,43.583333333333336,0
19461116,43.708333333333336,0
19461117,50.083333333333336,0
19461118,43.125,0
19461119,42.833333333333336,0
19461120,45.291666666666664,0
19461121,49.583333333333336,0
19461122,54.708333333333336,0
19461123,38.333333333333336,0
19461124,42.833333333333336,0
19461125,55.958333333333336,0
19461126,62.958333333333336,0
19461127,56.208333333333336,0
19461128,46.833333333333336,0
19461129,49.125,0
19461130,43.333333333333336,0
19461201,48.625,0
19461202,26.583333333333332,0
19461203,27.166666666666668,0
19461204,34.541666666666664,0
19461205,39.541666666666664,0
19461206,42.708333333333336,0
19461207,45.333333333333336,0
19461208,42.541666666666664,0
19461209,47.875,0
19461210,53.75,0
19461211,52.666666666666664,0
19461212,52.125,0
19461213,51.416666666666664,0
19461214,40.875,0
19461215,36.916666666666664,0
19461216,36.625,0
19461217,46.916666666666664,0
19461218,35.125,0
19461219,29.458333333333332,0
19461220,30.708333333333332,0
19461221,34.958333333333336,0
19461222,38.375,0
19461223,38.666666666666664,0
19461224,50.75,0
19461225,37.25,0
19461226,43,0
19461227,31.916666666666668,0
19461228,54.208333333333336,0
19461229,41.25,0
19461230,37.583333333333336,0
19461231,28.5,0
19470101,29.541666666666668,0
19470102,33.75,0
19470103,45.125,0
19470104,38.833333333333336,0
19470105,34.875,0
19470106,32.333333333333336,0
19470107,35.291666666666664,0
19470108,43.375,0
19470109,35.041666666666664,0
19470110,33.416666666666664,0
19470111,43.541666666666664,0
19470112,47.875,0
19470113,34.791666666666664,0
19470114,40.791666666666664,0
19470115,44.875,0
19470116,46.916666666666664,0
19470117,40.375,0
19470118,43.958333333333336,0
19470119,40.875,0
19470120,46.541666666666664,0
19470121,36.958333333333336,0
19470122,18.75,0
19470123,29.5,0
19470124,48.75,0
19470125,52,0
19470126,43.708333333333336,0
19470127,47.333333333333336,0
19470128,52.041666666666664,0
19470129,52.583333333333336,0
19470130,65.75,0
19470131,55,0
19470201,40.083333333333336,0
19470202,33.5,0
19470203,32.833333333333336,0
19470204,33.125,0
19470205,11.958333333333334,0
19470206,27.583333333333332,0
19470207,40.25,0
19470208,20,0
19470209,19.166666666666668,0
19470210,27.208333333333332,0
19470211,33.333333333333336,0
19470212,35.708333333333336,0
19470213,34.708333333333336,0
19470214,41.25,0
19470215,42.458333333333336,0
19470216,39.416666666666664,0
19470217,38.208333333333336,0
19470218,38.791666666666664,0
19470219,32.75,0
19470220,22.25,0
19470221,25.666666666666668,0
19470222,24.956521739130434,0
19470223,25.434782608695652,0
19470224,23.625,0
19470225,31.208333333333332,0
19470226,32.291666666666664,0
19470227,31.17391304347826,0
19470228,30.458333333333332,0
19470301,29.291666666666668,0
19470302,33.083333333333336,0
19470303,32.333333333333336,0
19470304,33.708333333333336,0
19470305,36.791666666666664,0
19470306,37.208333333333336,0
19470307,37.083333333333336,0
19470308,33.75,0
19470309,33.916666666666664,0
19470310,36.391304347826086,0
19470311,38.541666666666664,0
19470312,40,0
19470313,42,0
19470314,57.958333333333336,0
19470315,47.125,0
19470316,38.958333333333336,0
19470317,37.083333333333336,0
19470318,36.25,0
19470319,36.291666666666664,0
19470320,39.666666666666664,0
19470321,43.666666666666664,0
19470322,41.25,0
19470323,50.125,0
19470324,58,0
19470325,47.333333333333336,0
19470326,33,0
19470327,35.541666666666664,0
19470328,37.666666666666664,0
19470329,48.125,0
19470330,43.5,0
19470331,43.666666666666664,0
19470401,50.416666666666664,0
19470402,57.375,0
19470403,49.083333333333336,0
19470404,46.375,0
19470405,60.583333333333336,0
19470406,73.91304347826087,0
19470407,62.916666666666664,0
19470408,49.833333333333336,0
19470409,52.25,0
19470410,52.625,0
19470411,66.16666666666667,0
19470412,71.16666666666667,0
19470413,57.333333333333336,0
19470414,51.75,0
19470415,56.916666666666664,0
19470416,59.166666666666664,0
19470417,52.041666666666664,0
19470418,57.833333333333336,0
19470419,66.54166666666667,0
19470420,63.291666666666664,0
19470421,43.833333333333336,0
19470422,44.75,0
19470423,50.333333333333336,0
19470424,65.5,0
19470425,55.208333333333336,0
19470426,54.291666666666664,0
19470427,60.869565217391305,0
19470428,49.833333333333336,0
19470429,58,0
19470430,73.70833333333333,0
19470501,74.91666666666667,0
19470502,66.45833333333333,0
19470503,57.78260869565217,0
19470504,61.041666666666664,0
19470505,57.333333333333336,0
19470506,60.958333333333336,0
19470507,56.083333333333336,0
19470508,48.166666666666664,0
19470509,46.083333333333336,0
19470510,49.291666666666664,0
19470511,56.708333333333336,0
19470512,66.625,0
19470513,72,0
19470514,67.625,0
19470515,51.5,0
19470516,58.391304347826086,0
19470517,66.83333333333333,0
19470518,69.95833333333333,0
19470519,76.04166666666667,0
19470520,77.20833333333333,0
19470521,75.375,0
19470522,67.08333333333333,0
19470523,69.20833333333333,0
19470524,77.08333333333333,0
19470525,72.875,0
19470526,68.375,0
19470527,72.54166666666667,0
19470528,77.29166666666667,0
19470529,77.95833333333333,0
19470530,61.791666666666664,0
19470531,63.958333333333336,0
19470601,68.66666666666667,0
19470602,73.70833333333333,0
19470603,73.04166666666667,0
19470604,63.833333333333336,0
19470605,61.458333333333336,0
19470606,74.125,0
19470607,75.41666666666667,0
19470608,69.875,0
19470609,68.79166666666667,0
19470610,77.16666666666667,0
19470611,83.5,0
19470612,85,0
19470613,74.875,0
19470614,75.04166666666667,0
19470615,73.70833333333333,0
19470616,67.29166666666667,0
19470617,68.66666666666667,0
19470618,67.45833333333333,0
19470619,69.70833333333333,0
19470620,69.25,0
19470621,65.58333333333333,0
19470622,67.91666666666667,0
19470623,70.70833333333333,0
19470624,68.83333333333333,0
19470625,76.08695652173913,0
19470626,72.875,0
19470627,78.41666666666667,0
19470628,75.16666666666667,0
19470629,75.91666666666667,0
19470630,79.04166666666667,0
19470701,80.33333333333333,0
19470702,77.5,0
19470703,73.125,0
19470704,75.58333333333333,0
19470705,77.83333333333333,0
19470706,76.91666666666667,0
19470707,73.04166666666667,0
19470708,72.58333333333333,0
19470709,76.16666666666667,0
19470710,76.08333333333333,0
19470711,75,0
19470712,72.83333333333333,0
19470713,76.66666666666667,0
19470714,79.29166666666667,0
19470715,76.66666666666667,0
19470716,79.95833333333333,0
19470717,77.70833333333333,0
19470718,80.20833333333333,0
19470719,77.45833333333333,0
19470720,72.66666666666667,0
19470721,70.125,0
19470722,71.33333333333333,0
19470723,68.75,0
19470724,71.41666666666667,0
19470725,74.08333333333333,0
19470726,75.91666666666667,0
19470727,78.70833333333333,0
19470728,78.625,0
19470729,78.79166666666667,0
19470730,82.75,0
19470731,77.54166666666667,0
19470801,73.66666666666667,0
19470802,71.41666666666667,0
19470803,75.41666666666667,0
19470804,75.5,0
19470805,75.75,0
19470806,76.375,0
19470807,78.125,0
19470808,77.70833333333333,0
19470809,78.08333333333333,0
19470810,76.125,0
19470811,78.125,0
19470812,81.70833333333333,0
19470813,83.5,0
19470814,84.95833333333333,0
19470815,84.04166666666667,0
19470816,83.83333333333333,0
19470817,79.5,0
19470818,75.45833333333333,0
19470819,80.04166666666667,0
19470820,81.16666666666667,0
19470821,75.45833333333333,0
19470822,75.75,0
19470823,77.95833333333333,0
19470824,79.83333333333333,0
19470825,83.16666666666667,0
19470826,82.45833333333333,0
19470827,74.29166666666667,0
19470828,71.70833333333333,0
19470829,77.91666666666667,0
19470830,78.16666666666667,0
19470831,81.45833333333333,0
19470901,77.45833333333333,0
19470902,78.70833333333333,0
19470903,77.66666666666667,0
19470904,80.66666666666667,0
19470905,77.125,0
19470906,73.45833333333333,0
19470907,75.41666666666667,0
19470908,76.75,0
19470909,78.33333333333333,0
19470910,78.375,0
19470911,80.33333333333333,0
19470912,78.83333333333333,0
19470913,80.08333333333333,0
19470914,80.79166666666667,0
19470915,77.95833333333333,0
19470916,69.875,0
19470917,67.79166666666667,0
19470918,70.625,0
19470919,76,0
19470920,64.875,0
19470921,72.91666666666667,0
19470922,64.20833333333333,0
19470923,52.666666666666664,0
19470924,52.416666666666664,0
19470925,58.833333333333336,0
19470926,55.041666666666664,0
19470927,50.791666666666664,0
19470928,52.84,0
19470929,58.25,0
19470930,56.083333333333336,0
19471001,48.708333333333336,0
19471002,54.25,0
19471003,58,0
19471004,60.791666666666664,0
19471005,63.041666666666664,0
19471006,62.833333333333336,0
19471007,64.16666666666667,0
19471008,68.79166666666667,0
19471009,63.333333333333336,0
19471010,61.375,0
19471011,62.291666666666664,0
19471012,64.45833333333333,0
19471013,60.625,0
19471014,65.29166666666667,0
19471015,66.58333333333333,0
19471016,69.45833333333333,0
19471017,71.20833333333333,0
19471018,72.20833333333333,0
19471019,71.33333333333333,0
19471020,67.95833333333333,0
19471021,67.70833333333333,0
19471022,66.95833333333333,0
19471023,68,0
19471024,56,0
19471025,57.041666666666664,0
19471026,65.125,0
19471027,63.708333333333336,0
19471028,66.16666666666667,0
19471029,67.75,0
19471030,57.666666666666664,0
19471031,52.291666666666664,0
19471101,50.291666666666664,0
19471102,52.541666666666664,0
19471103,56.458333333333336,0
19471104,59.291666666666664,0
19471105,59.25,0
19471106,55.25,0
19471107,55.416666666666664,0
19471108,50.625,0
19471109,45.958333333333336,0
19471110,47.041666666666664,0
19471111,54,0
19471112,47.875,0
19471113,45.041666666666664,0
19471114,41.875,0
19471115,38.416666666666664,0
19471116,43.125,0
19471117,43.125,0
19471118,40.083333333333336,0
19471119,41,0
19471120,39.458333333333336,0
19471121,40.583333333333336,0
19471122,42.541666666666664,0
19471123,49.458333333333336,0
19471124,48.416666666666664,0
19471125,42.166666666666664,0
19471126,37.583333333333336,0
19471127,35.5,0
19471128,41.958333333333336,0
19471129,40.25,0
19471130,31.583333333333332,0
19471201,31.125,0
19471202,37.083333333333336,0
19471203,43.208333333333336,0
19471204,47.333333333333336,0
19471205,42.25,0
19471206,44.416666666666664,0
19471207,38.541666666666664,0
19471208,50.708333333333336,0
19471209,35.833333333333336,0
19471210,32.166666666666664,0
19471211,35.291666666666664,0
19471212,34.75,0
19471213,30.916666666666668,0
19471214,31.541666666666668,0
19471215,32.583333333333336,0
19471216,39.875,0
19471217,35.958333333333336,0
19471218,42.333333333333336,0
19471219,34.708333333333336,0
19471220,30.666666666666668,0
19471221,33.375,0
19471222,36.208333333333336,0
19471223,37.416666666666664,0
19471224,33.333333333333336,0
19471225,29.458333333333332,0
19471226,32.958333333333336,0
19471227,37.125,0
19471228,35.666666666666664,0
19471229,31.291666666666668,0
19471230,30.791666666666668,0
19471231,38.791666666666664,0
19480101,40.75,0
19480102,36.708333333333336,0
19480103,37.166666666666664,0
19480104,32.666666666666664,0
19480105,36.208333333333336,0
19480106,31.625,0
19480107,32.291666666666664,0
19480108,31.958333333333332,0
19480109,44.666666666666664,0
19480110,35.958333333333336,0
19480111,31,0
19480112,36.458333333333336,0
19480113,35.833333333333336,0
19480114,28.208333333333332,0
19480115,19.416666666666668,0
19480116,32.5,0
19480117,34.208333333333336,0
19480118,24.375,0
19480119,20.541666666666668,0
19480120,29.083333333333332,0
19480121,36.25,0
19480122,35.083333333333336,0
19480123,23.125,0
19480124,13.583333333333334,0
19480125,17.541666666666668,0
19480126,21.041666666666668,0
19480127,27.666666666666668,0
19480128,20.166666666666668,0
19480129,27.25,0
19480130,24.208333333333332,0
19480131,16.375,0
19480201,24.041666666666668,0
19480202,28.541666666666668,0
19480203,33.875,0
19480204,32.708333333333336,0
19480205,26.25,0
19480206,31.666666666666668,0
19480207,28.083333333333332,0
19480208,31,0
19480209,18.833333333333332,0
19480210,19.375,0
19480211,24.958333333333332,0
19480212,35.541666666666664,0
19480213,35.958333333333336,0
19480214,45.041666666666664,0
19480215,38.333333333333336,0
19480216,40.875,0
19480217,51.666666666666664,0
19480218,53.041666666666664,0
19480219,55.208333333333336,0
19480220,44.958333333333336,0
19480221,31.333333333333332,0
19480222,28.333333333333332,0
19480223,29.75,0
19480224,31.25,0
19480225,45.416666666666664,0
19480226,53.5,0
19480227,49.208333333333336,0
19480228,59.416666666666664,0
19480229,47.791666666666664,0
19480301,35.75,0
19480302,37.125,0
19480303,44.083333333333336,0
19480304,37.25,0
19480305,25.541666666666668,0
19480306,30.708333333333332,0
19480307,38.375,0
19480308,42.416666666666664,0
19480309,38.458333333333336,0
19480310,46.375,0
19480311,43.208333333333336,0
19480312,31.041666666666668,0
19480313,33.833333333333336,0
19480314,40.458333333333336,0
19480315,56.458333333333336,0
19480316,62.416666666666664,0
19480317,55.75,0
19480318,48.041666666666664,0
19480319,52.166666666666664,0
19480320,70.625,0
19480321,73.45833333333333,0
19480322,74.29166666666667,0
19480323,54.291666666666664,0
19480324,53.708333333333336,0
19480325,53.875,0
19480326,55.291666666666664,0
19480327,65.5,0
19480328,41.458333333333336,0
19480329,42.5,0
19480330,57.625,0
19480331,62.375,0
19480401,63.583333333333336,0
19480402,56.208333333333336,0
19480403,48.083333333333336,0
19480404,48.875,0
19480405,62.083333333333336,0
19480406,67.08333333333333,0
19480407,57.083333333333336,0
19480408,56.875,0
19480409,52.958333333333336,0
19480410,48.708333333333336,0
19480411,52.375,0
19480412,69.25,0
19480413,51.958333333333336,0
19480414,43.958333333333336,0
19480415,52.666666666666664,0
19480416,56.416666666666664,0
19480417,51.75,0
19480418,49.875,0
19480419,55.791666666666664,0
19480420,68.875,0
19480421,64.95833333333333,0
19480422,54,0
19480423,54.708333333333336,0
19480424,63.208333333333336,0
19480425,70.26086956521739,0
19480426,62.958333333333336,0
19480427,56.375,0
19480428,45.208333333333336,0
19480429,50.791666666666664,0
19480430,57.833333333333336,0
19480501,59.791666666666664,0.03
